list(
nObs=960,
Y=structure(.Data=c(
1,3,1,0,1,
1,1,1,0,0,
2,3,1,0,1,
2,1,1,0,0,
3,3,1,0,1,
3,1,1,0,1,
4,3,1,0,1,
4,1,1,0,1,
5,3,1,0,1,
5,1,1,0,1,
6,3,1,0,1,
6,1,1,0,1,
7,3,1,0,1,
7,1,1,0,0,
8,3,1,0,1,
8,1,1,0,1,
9,3,1,0,1,
9,1,1,0,1,
10,3,1,0,1,
10,1,1,0,0,
11,3,1,0,1,
11,1,1,0,0,
12,3,1,0,1,
12,1,1,0,0,
13,3,1,0,1,
13,1,1,0,1,
14,3,1,0,1,
14,1,1,0,0,
15,3,1,0,1,
15,1,1,0,1,
16,3,1,0,1,
16,1,1,0,0,
17,3,1,0,1,
17,1,1,0,0,
18,3,1,0,1,
18,2,1,0,1,
18,1,1,0,0,
19,3,1,0,1,
19,2,1,0,1,
19,1,1,0,0,
20,3,1,0,1,
20,2,1,0,1,
20,1,1,0,1,
21,3,1,0,1,
21,2,1,0,1,
21,1,1,0,1,
22,3,1,0,1,
22,2,1,0,0,
22,1,1,0,0,
23,3,1,0,1,
23,2,1,0,0,
23,1,1,0,0,
24,3,1,0,1,
24,2,1,0,1,
24,1,1,0,0,
25,3,1,0,1,
25,2,1,0,1,
25,1,1,0,1,
26,3,1,0,1,
26,2,1,0,1,
26,1,1,0,1,
27,3,1,0,1,
27,2,1,0,1,
27,1,1,0,1,
28,3,1,0,1,
28,2,1,0,0,
28,1,1,0,0,
29,3,1,0,1,
29,2,1,0,1,
29,1,1,0,1,
30,3,1,0,0,
30,2,1,0,0,
30,1,1,0,0,
31,3,1,0,1,
31,2,1,0,1,
31,1,1,0,0,
32,3,1,0,1,
32,2,1,0,1,
32,1,1,0,1,
33,3,1,0,1,
33,2,1,0,0,
33,1,1,0,0,
34,3,1,0,1,
34,2,1,0,1,
34,1,1,0,0,
35,3,1,0,1,
35,2,1,0,1,
35,1,1,0,1,
36,3,1,0,1,
36,2,1,0,1,
36,1,1,0,1,
37,3,1,0,1,
37,2,1,0,1,
37,1,1,0,0,
38,3,1,0,0,
38,2,1,0,0,
38,1,1,0,0,
39,3,1,4,1,
39,2,1,4,0,
39,1,1,4,1,
40,3,1,4,0,
40,2,1,4,0,
40,1,1,4,0,
41,3,1,4,0,
41,2,1,4,0,
41,1,1,4,0,
42,3,1,4,0,
42,2,1,4,1,
42,1,1,4,0,
43,3,1,4,0,
43,2,1,4,0,
43,1,1,4,0,
44,3,1,4,0,
44,2,1,4,0,
44,1,1,4,0,
45,3,1,4,0,
45,2,1,4,0,
45,1,1,4,0,
46,3,1,4,0,
46,2,1,4,0,
46,1,1,4,0,
47,3,1,4,0,
47,2,1,4,0,
47,1,1,4,0,
48,3,1,4,1,
48,2,1,4,0,
48,1,1,4,0,
49,3,1,4,0,
49,2,1,4,1,
49,1,1,4,0,
50,3,1,4,0,
50,2,1,4,0,
50,1,1,4,0,
51,3,1,4,0,
51,2,1,4,0,
51,1,1,4,0,
52,3,1,4,0,
52,2,1,4,0,
52,1,1,4,0,
53,3,1,4,0,
53,2,1,4,0,
53,1,1,4,0,
54,3,1,4,0,
54,2,1,4,0,
54,1,1,4,1,
55,3,1,4,0,
55,2,1,4,0,
55,1,1,4,1,
56,3,1,4,0,
56,2,1,4,1,
56,1,1,4,0,
57,3,1,4,0,
57,2,1,4,0,
57,1,1,4,0,
58,3,1,4,0,
58,2,1,4,1,
58,1,1,4,0,
59,3,1,4,0,
59,2,1,4,0,
59,1,1,4,0,
60,3,1,4,0,
60,2,1,4,0,
60,1,1,4,0,
61,3,1,4,1,
61,2,1,4,0,
61,1,1,4,1,
62,3,1,4,1,
62,2,1,4,0,
62,1,1,4,0,
63,3,1,4,0,
63,2,1,4,1,
63,1,1,4,0,
64,3,1,4,0,
64,2,1,4,0,
64,1,1,4,1,
65,3,1,4,0,
65,2,1,4,0,
65,1,1,4,0,
66,3,1,4,0,
66,2,1,4,0,
66,1,1,4,0,
67,3,1,4,0,
67,2,1,4,0,
67,1,1,4,1,
68,3,1,4,1,
68,2,1,4,0,
68,1,1,4,1,
69,3,1,4,0,
69,2,1,4,0,
69,1,1,4,0,
70,3,1,4,1,
70,2,1,4,1,
70,1,1,4,0,
71,3,1,4,0,
71,2,1,4,0,
71,1,1,4,0,
72,3,1,4,0,
72,2,1,4,0,
72,1,1,4,0,
73,3,1,4,0,
73,2,1,4,0,
73,1,1,4,0,
74,3,1,4,0,
74,2,1,4,0,
74,1,1,4,1,
75,3,1,4,0,
75,2,1,4,0,
75,1,1,4,0,
76,3,1,4,0,
76,2,1,4,0,
76,1,1,4,1,
77,3,1,4,0,
77,2,1,4,0,
77,1,1,4,0,
78,3,1,8,0,
78,2,1,8,0,
78,1,1,8,0,
79,3,1,8,0,
79,2,1,8,0,
79,1,1,8,0,
80,3,1,8,0,
80,2,1,8,0,
80,1,1,8,1,
81,3,1,8,0,
81,2,1,8,0,
81,1,1,8,0,
82,3,1,8,0,
82,2,1,8,0,
82,1,1,8,0,
83,3,1,8,0,
83,2,1,8,0,
83,1,1,8,0,
84,3,1,8,0,
84,2,1,8,0,
84,1,1,8,0,
85,3,1,8,0,
85,2,1,8,0,
85,1,1,8,0,
86,3,1,8,0,
86,2,1,8,0,
86,1,1,8,0,
87,3,1,8,1,
87,2,1,8,0,
87,1,1,8,0,
88,3,1,8,0,
88,2,1,8,0,
88,1,1,8,0,
89,3,1,8,0,
89,2,1,8,0,
89,1,1,8,0,
90,3,1,8,0,
90,2,1,8,1,
90,1,1,8,0,
91,3,1,8,0,
91,2,1,8,0,
91,1,1,8,0,
92,3,1,8,0,
92,2,1,8,0,
92,1,1,8,0,
93,3,1,8,0,
93,2,1,8,0,
93,1,1,8,0,
94,3,1,8,0,
94,2,1,8,1,
94,1,1,8,0,
95,3,1,8,0,
95,2,1,8,0,
95,1,1,8,0,
96,3,1,8,0,
96,2,1,8,0,
96,1,1,8,0,
97,3,1,8,0,
97,2,1,8,0,
97,1,1,8,0,
98,3,1,8,0,
98,2,1,8,0,
98,1,1,8,0,
99,3,1,8,0,
99,2,1,8,0,
99,1,1,8,0,
100,3,1,8,0,
100,2,1,8,0,
100,1,1,8,0,
101,3,1,8,0,
101,2,1,8,0,
101,1,1,8,0,
102,3,1,8,0,
102,2,1,8,0,
102,1,1,8,0,
103,3,1,8,0,
103,2,1,8,1,
103,1,1,8,0,
104,3,1,8,0,
104,2,1,8,1,
104,1,1,8,1,
105,3,1,8,0,
105,2,1,8,0,
