list(
nObs=585,
nInsect=203,
Y=structure(.Data=c(
33,3,1,0,4.8763,1,
33,2,1,0,NA,0,
33,1,1,0,NA,0,
34,3,1,0,3.2162,1,
34,2,1,0,0.47196,1,
34,1,1,0,NA,0,
35,3,1,0,6.208,1,
35,2,1,0,2.3902,1,
35,1,1,0,1.367,1,
36,3,1,0,3.4528,1,
36,2,1,0,1.4297,1,
36,1,1,0,0.9832,1,
37,3,1,0,2.675,1,
37,2,1,0,0.71436,1,
37,1,1,0,NA,0,
38,3,1,0,NA,0,
38,2,1,0,NA,0,
38,1,1,0,NA,0,
39,3,1,4,0.70648,1,
39,2,1,4,NA,0,
39,1,1,4,1.4452,1,
40,3,1,4,NA,0,
40,2,1,4,NA,0,
40,1,1,4,NA,0,
41,3,1,4,NA,0,
41,2,1,4,NA,0,
41,1,1,4,NA,0,
42,3,1,4,NA,0,
42,2,1,4,1.9101,1,
42,1,1,4,NA,0,
43,3,1,4,NA,0,
43,2,1,4,NA,0,
43,1,1,4,NA,0,
44,3,1,4,NA,0,
44,2,1,4,NA,0,
44,1,1,4,NA,0,
45,3,1,4,NA,0,
45,2,1,4,NA,0,
45,1,1,4,NA,0,
46,3,1,4,NA,0,
46,2,1,4,NA,0,
46,1,1,4,NA,0,
47,3,1,4,NA,0,
47,2,1,4,NA,0,
47,1,1,4,NA,0,
48,3,1,4,1.248,1,
48,2,1,4,NA,0,
48,1,1,4,NA,0,
49,3,1,4,NA,0,
49,2,1,4,1.2838,1,
49,1,1,4,NA,0,
50,3,1,4,NA,0,
50,2,1,4,NA,0,
50,1,1,4,NA,0,
51,3,1,4,NA,0,
51,2,1,4,NA,0,
51,1,1,4,NA,0,
52,3,1,4,NA,0,
52,2,1,4,NA,0,
52,1,1,4,NA,0,
53,3,1,4,NA,0,
53,2,1,4,NA,0,
53,1,1,4,NA,0,
54,3,1,4,NA,0,
54,2,1,4,NA,0,
54,1,1,4,1.2207,1,
55,3,1,4,NA,0,
55,2,1,4,NA,0,
55,1,1,4,0.94044,1,
56,3,1,4,NA,0,
56,2,1,4,1.2492,1,
56,1,1,4,NA,0,
57,3,1,4,NA,0,
57,2,1,4,NA,0,
57,1,1,4,NA,0,
58,3,1,4,NA,0,
58,2,1,4,0.94765,1,
58,1,1,4,NA,0,
59,3,1,4,NA,0,
59,2,1,4,NA,0,
59,1,1,4,NA,0,
60,3,1,4,NA,0,
60,2,1,4,NA,0,
60,1,1,4,NA,0,
61,3,1,4,1.073,1,
61,2,1,4,NA,0,
61,1,1,4,0.98534,1,
62,3,1,4,0.99175,1,
62,2,1,4,NA,0,
62,1,1,4,NA,0,
63,3,1,4,NA,0,
63,2,1,4,1.4365,1,
63,1,1,4,NA,0,
64,3,1,4,NA,0,
64,2,1,4,NA,0,
64,1,1,4,0.92539,1,
65,3,1,4,NA,0,
65,2,1,4,NA,0,
65,1,1,4,NA,0,
66,3,1,4,NA,0,
66,2,1,4,NA,0,
66,1,1,4,NA,0,
67,3,1,4,NA,0,
67,2,1,4,NA,0,
67,1,1,4,0.94342,1,
68,3,1,4,1.6193,1,
68,2,1,4,NA,0,
68,1,1,4,0.99585,1,
69,3,1,4,NA,0,
69,2,1,4,NA,0,
69,1,1,4,NA,0,
70,3,1,4,1.3754,1,
70,2,1,4,1.4446,1,
70,1,1,4,NA,0,
71,3,1,4,NA,0,
71,2,1,4,NA,0,
71,1,1,4,NA,0,
72,3,1,4,NA,0,
72,2,1,4,NA,0,
72,1,1,4,NA,0,
73,3,1,4,NA,0,
73,2,1,4,NA,0,
73,1,1,4,NA,0,
74,3,1,4,NA,0,
74,2,1,4,NA,0,
74,1,1,4,1.4381,1,
75,3,1,4,NA,0,
75,2,1,4,NA,0,
75,1,1,4,NA,0,
76,3,1,4,NA,0,
76,2,1,4,NA,0,
76,1,1,4,1.243,1,
77,3,1,4,NA,0,
77,2,1,4,NA,0,
77,1,1,4,NA,0,
78,3,1,8,NA,0,
78,2,1,8,NA,0,
78,1,1,8,NA,0,
79,3,1,8,NA,0,
79,2,1,8,NA,0,
79,1,1,8,NA,0,
80,3,1,8,NA,0,
80,2,1,8,NA,0,
80,1,1,8,1.4713,1,
81,3,1,8,NA,0,
81,2,1,8,NA,0,
81,1,1,8,NA,0,
82,3,1,8,NA,0,
82,2,1,8,NA,0,
82,1,1,8,NA,0,
83,3,1,8,NA,0,
83,2,1,8,NA,0,
83,1,1,8,NA,0,
84,3,1,8,NA,0,
84,2,1,8,NA,0,
84,1,1,8,NA,0,
85,3,1,8,NA,0,
85,2,1,8,NA,0,
85,1,1,8,NA,0,
86,3,1,8,NA,0,
86,2,1,8,NA,0,
86,1,1,8,NA,0,
87,3,1,8,1.059,1,
87,2,1,8,NA,0,
87,1,1,8,NA,0,
88,3,1,8,NA,0,
88,2,1,8,NA,0,
88,1,1,8,NA,0,
89,3,1,8,NA,0,
89,2,1,8,NA,0,
89,1,1,8,NA,0,
90,3,1,8,NA,0,
90,2,1,8,0.29896,1,
90,1,1,8,NA,0,
91,3,1,8,NA,0,
91,2,1,8,NA,0,
91,1,1,8,NA,0,
92,3,1,8,NA,0,
92,2,1,8,NA,0,
92,1,1,8,NA,0,
93,3,1,8,NA,0,
93,2,1,8,NA,0,
93,1,1,8,NA,0,
94,3,1,8,NA,0,
94,2,1,8,0.87113,1,
94,1,1,8,NA,0,
95,3,1,8,NA,0,
95,2,1,8,NA,0,
95,1,1,8,NA,0,
96,3,1,8,NA,0,
96,2,1,8,NA,0,
96,1,1,8,NA,0,
97,3,1,8,NA,0,
97,2,1,8,NA,0,
97,1,1,8,NA,0,
98,3,1,8,NA,0,
98,2,1,8,NA,0,
98,1,1,8,NA,0,
99,3,1,8,NA,0,
99,2,1,8,NA,0,
99,1,1,8,NA,0,
100,3,1,8,NA,0,
100,2,1,8,NA,0,
100,1,1,8,NA,0,
101,3,1,8,NA,0,
101,2,1,8,NA,0,
101,1,1,8,NA,0,
102,3,1,8,NA,0,
102,2,1,8,NA,0,
102,1,1,8,NA,0,
103,3,1,8,NA,0,
103,2,1,8,1.5898,1,
103,1,1,8,NA,0,
104,3,1,8,NA,0,
104,2,1,8,2.131,1,
104,1,1,8,2.6263,1,
105,3,1,8,NA,0,
105,2,1,8,NA,0,
105,1,1,8,NA,0,
106,3,1,8,NA,0,
106,2,1,8,1.2416,1,
106,1,1,8,NA,0,
107,3,1,8,NA,0,
107,2,1,8,NA,0,
107,1,1,8,NA,0,
108,3,1,8,NA,0,
108,2,1,8,NA,0,
108,1,1,8,NA,0,
109,3,1,8,NA,0,
109,2,1,8,NA,0,
109,1,1,8,NA,0,
110,3,2,0,5.358,1,
110,2,2,0,NA,0,
110,1,2,0,NA,0,
111,3,2,0,6.1791,1,
111,2,2,0,0.78258,1,
111,1,2,0,0.67531,1,
112,3,2,0,6.0984,1,
112,2,2,0,2.7747,1,
112,1,2,0,2.3453,1,
113,3,2,0,5.3656,1,
113,2,2,0,1.5978,1,
113,1,2,0,NA,0,
114,3,2,0,3.2843,1,
114,2,2,0,1.863,1,
114,1,2,0,NA,0,
115,3,2,0,4.8586,1,
115,2,2,0,2.4362,1,
115,1,2,0,0.80945,1,
116,3,2,0,5.2332,1,
116,2,2,0,4.2914,1,
116,1,2,0,1.9629,1,
117,3,2,0,5.8956,1,
117,2,2,0,3.5888,1,
117,1,2,0,NA,0,
118,3,2,0,4.7958,1,
118,2,2,0,1.2808,1,
118,1,2,0,1.1219,1,
119,3,3,0,1.5338,1,
119,1,3,0,NA,0,
120,3,3,0,1.5579,1,
120,1,3,0,NA,0,
121,3,3,0,2.1112,1,
121,1,3,0,NA,0,
122,3,3,0,1.8451,1,
122,1,3,0,NA,0,
123,3,3,0,1.322,1,
123,1,3,0,NA,0,
124,3,3,0,2.1996,1,
124,1,3,0,NA,0,
125,3,3,0,2.1618,1,
125,1,3,0,NA,0,
126,3,2,0,6.1088,1,
126,2,2,0,2.0852,1,
126,1,2,0,1.1634,1,
127,3,2,0,6.0978,1,
127,2,2,0,2.6413,1,
127,1,2,0,NA,0,
128,3,2,0,6.1976,1,
128,2,2,0,2.7737,1,
128,1,2,0,2.5002,1,
129,3,2,0,6.2901,1,
129,2,2,0,3.5357,1,
129,1,2,0,2.6685,1,
130,3,2,0,6.2982,1,
130,2,2,0,1.7039,1,
130,1,2,0,NA,0,
131,3,2,0,6.2876,1,
131,2,2,0,2.6752,1,
131,1,2,0,1.2425,1,
132,3,3,0,2.302,1,
132,2,3,0,NA,0,
132,1,3,0,NA,0,
133,3,3,0,1.8164,1,
133,2,3,0,NA,0,
133,1,3,0,NA,0,
134,3,3,0,1.9095,1,
134,2,3,0,NA,0,
134,1,3,0,NA,0,
135,3,3,0,2.4873,1,
135,2,3,0,NA,0,
135,1,3,0,NA,0,
136,3,3,0,2.5047,1,
136,2,3,0,NA,0,
136,1,3,0,NA,0,
137,3,3,0,2.2565,1,
137,2,3,0,NA,0,
137,1,3,0,NA,0,
138,3,3,0,2.1945,1,
138,2,3,0,NA,0,
138,1,3,0,NA,0,
139,3,2,4,NA,0,
139,2,2,4,NA,0,
139,1,2,4,NA,0,
140,3,2,4,2.5741,1,
140,2,2,4,2.1659,1,
140,1,2,4,0.92712,1,
141,3,2,4,2.3517,1,
141,2,2,4,1.9204,1,
141,1,2,4,1.1541,1,
142,3,2,4,NA,0,
142,2,2,4,NA,0,
142,1,2,4,NA,0,
143,3,2,4,1.1326,1,
143,2,2,4,NA,0,
143,1,2,4,1.3838,1,
144,3,2,4,1.9567,1,
144,2,2,4,NA,0,
144,1,2,4,0.87795,1,
145,3,2,4,NA,0,
145,2,2,4,NA,0,
145,1,2,4,NA,0,
146,3,2,4,2.1622,1,
146,2,2,4,NA,0,
146,1,2,4,0.9006,1,
147,3,2,4,NA,0,
147,2,2,4,1.2255,1,
147,1,2,4,1.1426,1,
148,3,2,4,NA,0,
148,2,2,4,1.0874,1,
148,1,2,4,0.93809,1,
149,3,2,4,NA,0,
149,2,2,4,NA,0,
149,1,2,4,2.0522,1,
150,3,3,4,NA,0,
150,2,3,4,NA,0,
150,1,3,4,2.3434,1,
151,3,3,4,NA,0,
151,2,3,4,NA,0,
151,1,3,4,NA,0,
152,3,3,4,NA,0,
152,2,3,4,NA,0,
152,1,3,4,0.94931,1,
153,3,3,4,NA,0,
153,2,3,4,NA,0,
153,1,3,4,NA,0,
154,3,3,4,NA,0,
154,2,3,4,NA,0,
154,1,3,4,NA,0,
155,3,3,4,NA,0,
155,2,3,4,NA,0,
155,1,3,4,NA,0,
156,3,3,4,NA,0,
156,2,3,4,NA,0,
156,1,3,4,NA,0,
157,3,3,4,NA,0,
157,2,3,4,NA,0,
157,1,3,4,NA,0,
158,3,3,4,NA,0,
158,2,3,4,NA,0,
158,1,3,4,NA,0,
159,3,3,4,NA,0,
159,2,3,4,NA,0,
159,1,3,4,1.3095,1,
160,3,3,4,NA,0,
160,2,3,4,NA,0,
160,1,3,4,NA,0,
161,3,2,4,NA,0,
161,2,2,4,1.3803,1,
161,1,2,4,1.4645,1,
162,3,2,4,1.1316,1,
162,2,2,4,1.154,1,
162,1,2,4,-0.44606,1,
163,3,2,4,2.5458,1,
163,2,2,4,2.4527,1,
163,1,2,4,0.95912,1,
164,3,2,4,NA,0,
164,2,2,4,0.96498,1,
164,1,2,4,NA,0,
165,3,2,4,NA,0,
165,2,2,4,0.80675,1,
165,1,2,4,0.65083,1,
166,3,2,4,NA,0,
166,2,2,4,NA,0,
166,1,2,4,NA,0,
167,3,3,4,NA,0,
167,2,3,4,NA,0,
167,1,3,4,NA,0,
168,3,3,4,NA,0,
168,2,3,4,NA,0,
168,1,3,4,NA,0,
169,3,3,4,NA,0,
169,2,3,4,NA,0,
169,1,3,4,NA,0,
170,3,3,4,NA,0,
170,2,3,4,NA,0,
170,1,3,4,NA,0,
171,3,3,4,NA,0,
171,2,3,4,NA,0,
171,1,3,4,NA,0,
172,3,2,8,NA,0,
172,2,2,8,NA,0,
172,1,2,8,NA,0,
173,3,2,8,NA,0,
173,2,2,8,NA,0,
173,1,2,8,NA,0,
174,3,2,8,1.3279,1,
174,2,2,8,1.9044,1,
174,1,2,8,NA,0,
175,3,2,8,NA,0,
175,2,2,8,1.8022,1,
175,1,2,8,2.0294,1,
176,3,2,8,1.111,1,
176,2,2,8,NA,0,
176,1,2,8,NA,0,
177,3,2,8,3.3517,1,
177,2,2,8,NA,0,
177,1,2,8,NA,0,
178,3,2,8,1.1133,1,
178,2,2,8,1.2175,1,
178,1,2,8,NA,0,
179,3,2,8,2.0755,1,
179,2,2,8,2.0049,1,
179,1,2,8,2.5899,1,
180,3,2,8,NA,0,
180,2,2,8,NA,0,
180,1,2,8,NA,0,
181,3,2,8,1.0699,1,
181,2,2,8,1.1322,1,
181,1,2,8,1.1038,1,
182,3,2,8,1.3602,1,
182,2,2,8,1.2499,1,
182,1,2,8,1.1106,1,
183,3,3,8,NA,0,
183,2,3,8,NA,0,
183,1,3,8,NA,0,
184,3,3,8,NA,0,
184,2,3,8,NA,0,
184,1,3,8,NA,0,
185,3,3,8,NA,0,
185,2,3,8,NA,0,
185,1,3,8,NA,0,
186,3,3,8,NA,0,
186,2,3,8,NA,0,
186,1,3,8,NA,0,
187,3,3,8,NA,0,
187,2,3,8,NA,0,
187,1,3,8,NA,0,
188,3,3,8,NA,0,
188,2,3,8,NA,0,
188,1,3,8,NA,0,
189,3,3,8,NA,0,
189,2,3,8,NA,0,
189,1,3,8,NA,0,
190,3,3,8,NA,0,
190,2,3,8,NA,0,
190,1,3,8,NA,0,
191,3,3,8,NA,0,
191,2,3,8,NA,0,
191,1,3,8,NA,0,
192,3,3,8,NA,0,
192,2,3,8,NA,0,
192,1,3,8,NA,0,
193,3,3,8,NA,0,
193,2,3,8,NA,0,
193,1,3,8,NA,0,
194,3,2,8,NA,0,
194,2,2,8,1.2141,1,
194,1,2,8,NA,0,
195,3,2,8,1.1141,1,
195,2,2,8,NA,0,
195,1,2,8,NA,0,
196,3,2,8,NA,0,
196,2,2,8,0.98973,1,
196,1,2,8,NA,0,
197,3,2,8,1.1035,1,
197,2,2,8,1.8785,1,
197,1,2,8,1.705,1,
198,3,2,8,NA,0,
198,2,2,8,NA,0,
198,1,2,8,NA,0,
199,3,2,8,NA,0,
199,2,2,8,NA,0,
199,1,2,8,1.3909,1,
200,3,3,8,NA,0,
200,2,3,8,NA,0,
200,1,3,8,NA,0,
201,3,3,8,NA,0,
201,2,3,8,NA,0,
201,1,3,8,NA,0,
202,3,3,8,NA,0,
202,2,3,8,NA,0,
202,1,3,8,NA,0,
203,3,3,8,NA,0,
203,2,3,8,NA,0,
203,1,3,8,NA,0),.Dim=c(585,6))
)
