list(
nObs=968,
nInsect=323,
nSpp=3,
Y=structure(.Data=c(
1,1,3,3,2.2944,0,1,
1,1,2,3,2.2944,0,0,
1,1,1,3,2.2944,0,0,
2,1,3,3,2.2944,0,1,
2,1,2,3,2.2944,0,0,
2,1,1,3,2.2944,0,0,
3,1,3,3,2.2944,0,1,
3,1,2,3,2.2944,0,0,
3,1,1,3,2.2944,0,0,
4,1,3,3,2.2944,0,1,
4,1,2,3,2.2944,0,0,
4,1,1,3,2.2944,0,0,
5,1,3,3,2.879,0,1,
5,1,2,3,2.879,0,0,
5,1,1,3,2.879,0,0,
6,1,3,3,2.879,0,1,
6,1,2,3,2.879,0,0,
6,1,1,3,2.879,0,0,
7,1,3,3,2.879,0,1,
7,1,2,3,2.879,0,0,
7,1,1,3,2.879,0,0,
8,1,3,3,2.879,0,1,
8,1,2,3,2.879,0,0,
8,1,1,3,2.879,0,0,
9,1,3,3,2.2944,2,1,
9,1,2,3,2.2944,2,0,
9,1,1,3,2.2944,2,0,
10,1,3,3,2.2944,2,0,
10,1,2,3,2.2944,2,0,
10,1,1,3,2.2944,2,0,
11,1,3,3,2.2944,2,0,
11,1,2,3,2.2944,2,0,
11,1,1,3,2.2944,2,0,
12,1,3,3,2.2944,2,0,
12,1,2,3,2.2944,2,0,
12,1,1,3,2.2944,2,0,
13,1,3,3,2.879,2,0,
13,1,2,3,2.879,2,0,
13,1,1,3,2.879,2,0,
14,1,3,3,2.879,2,1,
14,1,2,3,2.879,2,0,
14,1,1,3,2.879,2,0,
15,1,3,3,2.879,2,0,
15,1,2,3,2.879,2,0,
15,1,1,3,2.879,2,0,
16,1,3,3,2.2944,4,0,
16,1,2,3,2.2944,4,0,
16,1,1,3,2.2944,4,0,
17,1,3,3,2.2944,4,0,
17,1,2,3,2.2944,4,0,
17,1,1,3,2.2944,4,0,
18,1,3,3,2.2944,4,0,
18,1,2,3,2.2944,4,0,
18,1,1,3,2.2944,4,0,
19,1,3,3,2.2944,4,0,
19,1,2,3,2.2944,4,0,
19,1,1,3,2.2944,4,0,
20,1,3,3,2.879,4,0,
20,1,2,3,2.879,4,0,
20,1,1,3,2.879,4,0,
21,1,3,3,2.879,4,0,
21,1,2,3,2.879,4,0,
21,1,1,3,2.879,4,0,
22,1,3,3,2.879,4,0,
22,1,2,3,2.879,4,0,
22,1,1,3,2.879,4,0,
23,1,3,3,2.879,4,0,
23,1,2,3,2.879,4,0,
23,1,1,3,2.879,4,0,
24,1,3,3,2.2944,8,0,
24,1,2,3,2.2944,8,0,
24,1,1,3,2.2944,8,0,
25,1,3,3,2.2944,8,0,
25,1,2,3,2.2944,8,0,
25,1,1,3,2.2944,8,0,
26,1,3,3,2.2944,8,0,
26,1,2,3,2.2944,8,0,
26,1,1,3,2.2944,8,0,
27,1,3,3,2.2944,8,0,
27,1,2,3,2.2944,8,0,
27,1,1,3,2.2944,8,0,
28,1,3,3,2.879,8,0,
28,1,2,3,2.879,8,0,
28,1,1,3,2.879,8,0,
29,1,3,3,2.879,8,0,
29,1,2,3,2.879,8,0,
29,1,1,3,2.879,8,0,
30,1,3,3,2.879,8,0,
30,1,2,3,2.879,8,0,
30,1,1,3,2.879,8,0,
31,1,3,3,2.879,8,0,
31,1,2,3,2.879,8,0,
31,1,1,3,2.879,8,0,
32,1,3,2,7.1243,0,1,
32,1,2,2,7.1243,0,1,
32,1,1,2,7.1243,0,1,
33,1,3,2,7.1243,0,1,
33,1,2,2,7.1243,0,1,
33,1,1,2,7.1243,0,1,
34,1,3,2,7.1243,0,1,
34,1,2,2,7.1243,0,0,
34,1,1,2,7.1243,0,1,
35,1,3,2,7.1243,0,1,
35,1,2,2,7.1243,0,0,
35,1,1,2,7.1243,0,0,
36,1,3,2,6.7244,0,1,
36,1,2,2,6.7244,0,1,
36,1,1,2,6.7244,0,0,
37,1,3,2,6.7244,0,1,
37,1,2,2,6.7244,0,0,
37,1,1,2,6.7244,0,0,
38,1,3,2,6.7244,0,1,
38,1,2,2,6.7244,0,1,
38,1,1,2,6.7244,0,0,
39,1,3,2,6.4125,0,1,
39,1,2,2,6.4125,0,1,
39,1,1,2,6.4125,0,0,
40,1,3,2,6.4125,0,1,
40,1,2,2,6.4125,0,1,
40,1,1,2,6.4125,0,1,
41,1,3,2,6.4125,0,1,
41,1,2,2,6.4125,0,1,
41,1,1,2,6.4125,0,0,
42,1,3,2,6.4125,0,1,
42,1,2,2,6.4125,0,1,
42,1,1,2,6.4125,0,0,
43,1,3,2,7.1243,2,1,
43,1,2,2,7.1243,2,0,
43,1,1,2,7.1243,2,1,
44,1,3,2,7.1243,2,1,
44,1,2,2,7.1243,2,0,
44,1,1,2,7.1243,2,1,
45,1,3,2,7.1243,2,0,
45,1,2,2,7.1243,2,0,
45,1,1,2,7.1243,2,1,
46,1,3,2,7.1243,2,0,
46,1,2,2,7.1243,2,0,
46,1,1,2,7.1243,2,0,
47,1,3,2,6.7244,2,1,
47,1,2,2,6.7244,2,0,
47,1,1,2,6.7244,2,0,
48,1,3,2,6.7244,2,1,
48,1,2,2,6.7244,2,1,
48,1,1,2,6.7244,2,1,
49,1,3,2,6.7244,2,1,
49,1,2,2,6.7244,2,0,
49,1,1,2,6.7244,2,0,
50,1,3,2,6.7244,2,1,
50,1,2,2,6.7244,2,0,
50,1,1,2,6.7244,2,0,
51,1,3,2,6.4125,2,0,
51,1,2,2,6.4125,2,0,
51,1,1,2,6.4125,2,0,
52,1,3,2,6.4125,2,1,
52,1,2,2,6.4125,2,1,
52,1,1,2,6.4125,2,1,
53,1,3,2,6.4125,2,1,
53,1,2,2,6.4125,2,1,
53,1,1,2,6.4125,2,1,
54,1,3,2,6.4125,2,1,
54,1,2,2,6.4125,2,1,
54,1,1,2,6.4125,2,1,
55,1,3,2,7.1243,4,0,
55,1,2,2,7.1243,4,1,
55,1,1,2,7.1243,4,0,
56,1,3,2,7.1243,4,1,
56,1,2,2,7.1243,4,0,
56,1,1,2,7.1243,4,0,
57,1,3,2,7.1243,4,0,
57,1,2,2,7.1243,4,0,
57,1,1,2,7.1243,4,0,
58,1,3,2,7.1243,4,0,
58,1,2,2,7.1243,4,0,
58,1,1,2,7.1243,4,0,
59,1,3,2,6.7244,4,0,
59,1,2,2,6.7244,4,1,
59,1,1,2,6.7244,4,0,
60,1,3,2,6.7244,4,0,
60,1,2,2,6.7244,4,1,
60,1,1,2,6.7244,4,1,
61,1,3,2,6.7244,4,1,
61,1,2,2,6.7244,4,0,
61,1,1,2,6.7244,4,0,
62,1,3,2,6.7244,4,0,
62,1,2,2,6.7244,4,0,
62,1,1,2,6.7244,4,0,
63,1,3,2,6.4125,4,0,
63,1,2,2,6.4125,4,0,
63,1,1,2,6.4125,4,0,
