list(
nObs=822,
nInsect=411,
nSpp=4,
Y=structure(.Data=c(
1,1,1,3,2.2944,0,0,
1,1,2,3,2.2944,0,1,
2,1,1,3,2.2944,0,0,
2,1,2,3,2.2944,0,1,
3,1,1,3,2.2944,0,0,
3,1,2,3,2.2944,0,1,
4,1,1,3,2.2944,0,0,
4,1,2,3,2.2944,0,1,
5,1,1,3,2.879,0,0,
5,1,2,3,2.879,0,1,
6,1,1,3,2.879,0,0,
6,1,2,3,2.879,0,1,
7,1,1,3,2.879,0,0,
7,1,2,3,2.879,0,1,
8,1,1,3,2.879,0,0,
8,1,2,3,2.879,0,1,
9,1,1,3,2.2944,2,0,
9,1,2,3,2.2944,2,1,
10,1,1,3,2.2944,2,0,
10,1,2,3,2.2944,2,0,
11,1,1,3,2.2944,2,0,
11,1,2,3,2.2944,2,0,
12,1,1,3,2.2944,2,0,
12,1,2,3,2.2944,2,0,
13,1,1,3,2.879,2,0,
13,1,2,3,2.879,2,0,
14,1,1,3,2.879,2,0,
14,1,2,3,2.879,2,1,
15,1,1,3,2.879,2,0,
15,1,2,3,2.879,2,0,
16,1,1,3,2.2944,4,0,
16,1,2,3,2.2944,4,0,
17,1,1,3,2.2944,4,0,
17,1,2,3,2.2944,4,0,
18,1,1,3,2.2944,4,0,
18,1,2,3,2.2944,4,0,
19,1,1,3,2.2944,4,0,
19,1,2,3,2.2944,4,0,
20,1,1,3,2.879,4,0,
20,1,2,3,2.879,4,0,
21,1,1,3,2.879,4,0,
21,1,2,3,2.879,4,0,
22,1,1,3,2.879,4,0,
22,1,2,3,2.879,4,0,
23,1,1,3,2.879,4,0,
23,1,2,3,2.879,4,0,
24,1,1,3,2.2944,8,0,
24,1,2,3,2.2944,8,0,
25,1,1,3,2.2944,8,0,
25,1,2,3,2.2944,8,0,
26,1,1,3,2.2944,8,0,
26,1,2,3,2.2944,8,0,
27,1,1,3,2.2944,8,0,
27,1,2,3,2.2944,8,0,
28,1,1,3,2.879,8,0,
28,1,2,3,2.879,8,0,
29,1,1,3,2.879,8,0,
29,1,2,3,2.879,8,0,
30,1,1,3,2.879,8,0,
30,1,2,3,2.879,8,0,
31,1,1,3,2.879,8,0,
31,1,2,3,2.879,8,0,
32,1,1,2,7.1243,0,1,
32,1,2,2,7.1243,0,1,
33,1,1,2,7.1243,0,1,
33,1,2,2,7.1243,0,1,
34,1,1,2,7.1243,0,1,
34,1,2,2,7.1243,0,1,
35,1,1,2,7.1243,0,0,
35,1,2,2,7.1243,0,1,
36,1,1,2,6.7244,0,0,
